"Name","ReturnType","BriefDescription","DetailedDescription","ParamType","ParamName","ParamDescription","infer_prefix","infer_baseType","infer_clrType"
"MXNDArrayCreateSparseEx","int","create an empty sparse NDArray with specified shape and data type ","storage_typethe storage type of the ndarray shapethe pointer to the shape ndimthe dimension of the shape dev_typedevice type, specify device we want to take dev_idthe device id of the specific device delay_allocwhether to delay allocation until the narray is first mutated dtypedata type of created array num_auxthe number of aux data to support this ndarray aux_typedata type of the aux data for the created array aux_ndimsthe dimension of the shapes of aux data aux_shapethe shapes of aux data outthe returning handle 0 when success, -1 when failure happens ","NDArrayHandle*","out","the storage type of the ndarray ","out","NDArrayHandle","NDArrayHandle"
"MXNDArrayCreateSparseEx64","int","","","int","storage_type","","","int","int"
"MXNDArrayCreateSparseEx64","int","","","const mx_int64*","shape","","","const mx_int64*","mx_int64[]"
"MXNDArrayCreateSparseEx64","int","","","int","ndim","","","int","int"
"MXNDArrayCreateSparseEx64","int","","","int","dev_type","","","int","int"
"MXNDArrayCreateSparseEx64","int","","","int","dev_id","","","int","int"
"MXNDArrayCreateSparseEx64","int","","","int","delay_alloc","","","int","int"
"MXNDArrayCreateSparseEx64","int","","","int","dtype","","","int","int"
"MXNDArrayCreateSparseEx64","int","","","mx_uint","num_aux","","","mx_uint","mx_uint"
"MXNDArrayCreateSparseEx64","int","","","int*","aux_type","","","int*","IntPtr"
"MXNDArrayCreateSparseEx64","int","","","int*","aux_ndims","","","int*","IntPtr"
"MXNDArrayCreateSparseEx64","int","","","const mx_int64*","aux_shape","","","const mx_int64*","mx_int64[]"
"MXNDArrayCreateSparseEx64","int","","","NDArrayHandle*","out","","out","NDArrayHandle","NDArrayHandle"
"MXNDArrayLoadFromRawBytes","int","create a NDArray handle that is loaded from raw bytes. ","bufthe head of the raw bytes sizesize of the raw bytes outthe returning handle 0 when success, -1 when failure happens ","const void*","buf","the head of the raw bytes ","","const void*","IntPtr"
"MXNDArrayLoadFromRawBytes","int","create a NDArray handle that is loaded from raw bytes. ","bufthe head of the raw bytes sizesize of the raw bytes outthe returning handle 0 when success, -1 when failure happens ","size_t","size","the head of the raw bytes ","","size_t","size_t"
"MXNDArrayLoadFromRawBytes","int","create a NDArray handle that is loaded from raw bytes. ","bufthe head of the raw bytes sizesize of the raw bytes outthe returning handle 0 when success, -1 when failure happens ","NDArrayHandle*","out","the head of the raw bytes ","out","NDArrayHandle","NDArrayHandle"
"MXNDArraySaveRawBytes","int","save the NDArray into raw bytes. ","handlethe NDArray handle out_sizesize of the raw bytes out_bufthe head of returning memory bytes. 0 when success, -1 when failure happens ","NDArrayHandle","handle","the NDArray handle ","","NDArrayHandle","NDArrayHandle"
"MXNDArraySaveRawBytes","int","save the NDArray into raw bytes. ","handlethe NDArray handle out_sizesize of the raw bytes out_bufthe head of returning memory bytes. 0 when success, -1 when failure happens ","size_t*","out_size","the NDArray handle ","out","size_t","size_t"
"MXNDArraySaveRawBytes","int","save the NDArray into raw bytes. ","handlethe NDArray handle out_sizesize of the raw bytes out_bufthe head of returning memory bytes. 0 when success, -1 when failure happens ","const char**","out_buf","the NDArray handle ","out","const char*","IntPtr"
"MXNDArraySave","int","Save list of narray into the file. ","fnamename of the file. num_argsnumber of arguments to save. argsthe array of NDArrayHandles to be saved. keysthe name of the NDArray, optional, can be NULL 0 when success, -1 when failure happens ","const char*","fname","name of the file. ","","const char*","string"
"MXNDArraySave","int","Save list of narray into the file. ","fnamename of the file. num_argsnumber of arguments to save. argsthe array of NDArrayHandles to be saved. keysthe name of the NDArray, optional, can be NULL 0 when success, -1 when failure happens ","mx_uint","num_args","name of the file. ","","mx_uint","mx_uint"
"MXNDArraySave","int","Save list of narray into the file. ","fnamename of the file. num_argsnumber of arguments to save. argsthe array of NDArrayHandles to be saved. keysthe name of the NDArray, optional, can be NULL 0 when success, -1 when failure happens ","NDArrayHandle*","args","name of the file. ","","NDArrayHandle*","NDArrayHandle[]"
"MXNDArraySave","int","Save list of narray into the file. ","fnamename of the file. num_argsnumber of arguments to save. argsthe array of NDArrayHandles to be saved. keysthe name of the NDArray, optional, can be NULL 0 when success, -1 when failure happens ","const char**","keys","name of the file. ","","const char**","string[]"
"MXNDArrayLoad","int","Load list of narray from the file. ","fnamename of the file. out_sizenumber of narray loaded. out_arrhead of the returning narray handles. out_name_sizesize of output name arrray. out_namesthe names of returning NDArrays, can be NULL 0 when success, -1 when failure happens ","const char*","fname","name of the file. ","","const char*","string"
"MXNDArrayLoad","int","Load list of narray from the file. ","fnamename of the file. out_sizenumber of narray loaded. out_arrhead of the returning narray handles. out_name_sizesize of output name arrray. out_namesthe names of returning NDArrays, can be NULL 0 when success, -1 when failure happens ","mx_uint*","out_size","name of the file. ","out","mx_uint","mx_uint"
"MXNDArrayLoad","int","Load list of narray from the file. ","fnamename of the file. out_sizenumber of narray loaded. out_arrhead of the returning narray handles. out_name_sizesize of output name arrray. out_namesthe names of returning NDArrays, can be NULL 0 when success, -1 when failure happens ","NDArrayHandle**","out_arr","name of the file. ","out","NDArrayHandle*","IntPtr"
"MXNDArrayLoad","int","Load list of narray from the file. ","fnamename of the file. out_sizenumber of narray loaded. out_arrhead of the returning narray handles. out_name_sizesize of output name arrray. out_namesthe names of returning NDArrays, can be NULL 0 when success, -1 when failure happens ","mx_uint*","out_name_size","name of the file. ","out","mx_uint","mx_uint"
"MXNDArrayLoad","int","Load list of narray from the file. ","fnamename of the file. out_sizenumber of narray loaded. out_arrhead of the returning narray handles. out_name_sizesize of output name arrray. out_namesthe names of returning NDArrays, can be NULL 0 when success, -1 when failure happens ","const char***","out_names","name of the file. ","out","const char**","IntPtr"
"MXNDArrayLoad64","int","","","const char*","fname","","","const char*","string"
"MXNDArrayLoad64","int","","","mx_int64*","out_size","","out","mx_int64","mx_int64"
"MXNDArrayLoad64","int","","","NDArrayHandle**","out_arr","","out","NDArrayHandle*","IntPtr"
"MXNDArrayLoad64","int","","","mx_int64*","out_name_size","","out","mx_int64","mx_int64"
"MXNDArrayLoad64","int","","","const char***","out_names","","out","const char**","IntPtr"
"MXNDArrayLoadFromBuffer","int","Load list / dictionary of narrays from file content loaded into memory. This will load a list of ndarrays in a similar manner to MXNDArrayLoad, however, it loads from buffer containing the contents of a file, rather than from a specified file. ","ndarray_bufferpointer to the start of the ndarray file content sizesize of the file out_sizenumber of narray loaded. out_arrhead of the returning narray handles. out_name_sizesize of output name arrray. out_namesthe names of returning NDArrays, can be NULL 0 when success, -1 when failure happens ","const void*","ndarray_buffer","pointer to the start of the ndarray file content ","","const void*","IntPtr"
